pid,stad,size,sum,own_base,shrunk,edge_pp,stat,name,role,team,last_season
00-0034365,Bank of America Stadium,17,6,0.3333333333333333,0.34234234234234234,0.9,rec_yards,I.Thomas,TE,LV,2025
00-0032741,FedExField,5,2,0.35294117647058826,0.3623529411764706,0.9,rush_yards,P.Barber,RB,LV,2021
00-0030578,Soldier Field,7,2,0.25,0.25925925925925924,0.9,rec_yards,C.Patterson,RB,PIT,2024
00-0036972,Gillette Stadium,16,8,0.4791666666666667,0.488425925925926,0.9,pass_yards,M.Jones,QB,SF,2025
00-0032211,Allegiant Stadium,7,3,0.3950617283950617,0.40374942844078643,0.9,rec_yards,T.Lockett,WR,LV,2025
00-0034419,MetLife Stadium,19,9,0.45454545454545453,0.46386946386946387,0.9,rec_yards,B.Berrios,WR,HOU,2025
00-0038608,Gillette Stadium,12,6,0.4782608695652174,0.48641304347826086,0.8,rec_yards,K.Boutte,WR,NE,2025
00-0031610,Hard Rock Stadium,4,2,0.45,0.4583333333333333,0.8,rec_yards,D.Waller,TE,MIA,2025
00-0036650,SoFi Stadium,4,1,0.2,0.20833333333333334,0.8,rush_yards,L.Rountree,RB,LAC,2022
00-0031588,Gillette Stadium,12,6,0.4794520547945205,0.4871575342465753,0.8,rec_yards,S.Diggs,WR,NE,2025
00-0035719,FedExField,7,3,0.3968253968253968,0.40505584950029394,0.8,rec_yards,D.Samuel,WR,WAS,2025
00-0034960,Gillette Stadium,17,7,0.39436619718309857,0.4023601065854587,0.8,rec_yards,J.Meyers,WR,JAX,2025
00-0033258,State Farm Stadium,4,1,0.2,0.20833333333333334,0.8,rec_yards,D.Daniels,TE,ARI,2021
00-0031381,Allegiant Stadium,15,8,0.5135135135135135,0.522007722007722,0.8,rec_yards,D.Adams,WR,LA,2025
00-0040644,Bank of America Stadium,4,1,0.2,0.20833333333333334,0.8,rush_yards,T.Etienne,RB,CAR,2025
00-0039746,Lincoln Financial Field,4,1,0.2,0.20833333333333334,0.8,rush_yards,W.Shipley,RB,PHI,2025
00-0032688,Bank of America Stadium,15,5,0.3157894736842105,0.3233082706766917,0.8,rec_yards,R.Chosen,WR,WAS,2025
00-0030565,Allegiant Stadium,7,3,0.39622641509433965,0.4046121593291405,0.8,pass_yards,G.Smith,QB,LV,2025
00-0034115,Hard Rock Stadium,9,5,0.5294117647058824,0.537525354969574,0.8,rush_yards,J.Wilson,RB,MIA,2024
00-0033948,Mercedes-Benz Superdome,9,4,0.41818181818181815,0.4263322884012539,0.8,rush_yards,Ja.Williams,RB,NO,2024
00-0035860,Mercedes-Benz Superdome,4,1,0.2,0.20833333333333334,0.8,rush_yards,T.Jones,RB,ARI,2024
00-0036261,State Farm Stadium,5,3,0.5660377358490566,0.5728301886792453,0.7,rec_yards,B.Aiyuk,WR,SF,2024
00-0034386,GEHA Field at Arrowhead Stadium,16,7,0.42105263157894735,0.42836257309941517,0.7,rec_yards,J.Watson,WR,HOU,2025
00-0030061,AT&T Stadium,4,2,0.45614035087719296,0.46345029239766083,0.7,rec_yards,Z.Ertz,TE,WAS,2025
00-0031610,Allegiant Stadium,15,7,0.45,0.45714285714285713,0.7,rec_yards,D.Waller,TE,MIA,2025
00-0038783,Empower Field at Mile High,11,7,0.6153846153846154,0.6228287841191067,0.7,rec_yards,N.Adkins,TE,DEN,2025
00-0040238,TIAA Bank Stadium,5,2,0.36363636363636365,0.3709090909090909,0.7,rush_yards,L.Allen,RB,JAX,2025
00-0031062,Gillette Stadium,5,2,0.36363636363636365,0.3709090909090909,0.7,rush_yards,J.White,RB,NE,2021
00-0032950,Lucas Oil Stadium,7,3,0.4,0.4074074074074074,0.7,pass_yards,C.Wentz,QB,MIN,2025
00-0039849,State Farm Stadium,11,5,0.43478260869565216,0.44179523141654975,0.7,rec_yards,M.Harrison,WR,ARI,2025
00-0029293,TIAA Bank Stadium,13,5,0.36585365853658536,0.37324464153732445,0.7,rec_yards,M.Jones,WR,DET,2023
00-0035631,Paul Brown Stadium,9,4,0.4222222222222222,0.42911877394636017,0.7,rec_yards,D.Sample,TE,CIN,2025
00-0031595,GEHA Field at Arrowhead Stadium,7,3,0.4,0.4074074074074074,0.7,rush_yards,M.Burton,RB,DEN,2024
00-0033955,FedExField,13,5,0.3695652173913043,0.37549407114624506,0.6,rush_yards,J.McNichols,RB,WAS,2025
00-0035676,MetLife Stadium,4,2,0.4647887323943662,0.4706572769953052,0.6,rec_yards,A.Brown,WR,PHI,2025
00-0034279,Ford Field,4,2,0.46153846153846156,0.467948717948718,0.6,rec_yards,E.St. Brown,WR,CHI,2023
00-0039793,Lumen Field,12,5,0.4,0.40625,0.6,rec_yards,A.Barner,TE,SEA,2025
00-0033282,MetLife Stadium,4,2,0.46296296296296297,0.46913580246913583,0.6,rec_yards,C.Samuel,WR,BUF,2025
00-0036906,Soldier Field,14,5,0.34285714285714286,0.34873949579831937,0.6,rush_yards,K.Herbert,RB,NYJ,2025
00-0036139,Bank of America Stadium,9,4,0.425,0.43103448275862066,0.6,rush_yards,R.Dowdle,RB,CAR,2025
00-0033897,M&T Bank Stadium,4,2,0.46153846153846156,0.467948717948718,0.6,rush_yards,J.Mixon,RB,HOU,2024
00-0039890,MetLife Stadium,5,2,0.37037037037037035,0.37629629629629624,0.6,rec_yards,A.Mitchell,WR,NYJ,2025
00-0038621,Gillette Stadium,18,9,0.4864864864864865,0.49288762446657186,0.6,rec_yards,D.Douglas,WR,NE,2025
00-0030279,Empower Field at Mile High,4,2,0.4626865671641791,0.468905472636816,0.6,rec_yards,K.Allen,WR,LAC,2025
00-0039163,NRG Stadium,20,11,0.5405405405405406,0.5452702702702703,0.5,pass_yards,C.Stroud,QB,HOU,2025
00-0033526,Paul Brown Stadium,12,5,0.4027777777777778,0.4079861111111111,0.5,rush_yards,S.Perine,RB,CIN,2025
00-0038045,SoFi Stadium,5,2,0.375,0.38,0.5,rush_yards,I.Spiller,RB,LAC,2023
00-0033090,Hard Rock Stadium,4,2,0.47297297297297297,0.4774774774774775,0.5,rec_yards,H.Henry,TE,NE,2025
00-0039052,Raymond James Stadium,9,4,0.42857142857142855,0.4334975369458128,0.5,rec_yards,T.Palmer,WR,TB,2024
00-0039021,Soldier Field,10,3,0.2857142857142857,0.29047619047619044,0.5,rush_yards,R.Johnson,RB,CHI,2025
00-0035535,MetLife Stadium,36,16,0.43661971830985913,0.4416498993963783,0.5,rec_yards,D.Slayton,WR,NYG,2025
00-0035640,Acrisure Stadium,7,3,0.41025641025641024,0.41500474833808165,0.5,rec_yards,D.Metcalf,WR,PIT,2025
00-0040582,MetLife Stadium,4,1,0.2222222222222222,0.22685185185185186,0.5,rec_yards,A.Smith,WR,NYJ,2025
00-0040122,Allegiant Stadium,8,3,0.35714285714285715,0.36224489795918363,0.5,rush_yards,A.Jeanty,RB,LV,2025
00-0032764,M&T Bank Stadium,15,8,0.5205479452054794,0.5260273972602739,0.5,rush_yards,D.Henry,RB,BAL,2025
00-0033090,New Era Field,4,2,0.47297297297297297,0.4774774774774775,0.5,rec_yards,H.Henry,TE,NE,2025
00-0036322,U.S. Bank Stadium,35,15,0.42105263157894735,0.4258373205741626,0.5,rec_yards,J.Jefferson,WR,MIN,2025
00-0039910,FedExField,10,4,0.3888888888888889,0.3925925925925926,0.4,pass_yards,J.Daniels,QB,WAS,2025
00-0034827,Lambeau Field,4,2,0.47560975609756095,0.4796747967479675,0.4,rec_yards,D.Moore,WR,CHI,2025
00-0032128,NRG Stadium,6,3,0.48148148148148145,0.48575498575498577,0.4,rec_yards,C.Conley,WR,SF,2024
00-0035249,U.S. Bank Stadium,12,5,0.40476190476190477,0.40922619047619047,0.4,rec_yards,J.Oliver,TE,MIN,2025
00-0036427,SoFi Stadium,5,2,0.38235294117647056,0.38588235294117645,0.4,rec_yards,T.Johnson,WR,NYJ,2025
00-0034827,FedExField,4,2,0.47560975609756095,0.4796747967479675,0.4,rec_yards,D.Moore,WR,CHI,2025
00-0035261,Nissan Stadium,13,7,0.5316455696202531,0.5343306482546989,0.3,rush_yards,T.Pollard,RB,TEN,2025
00-0040237,Raymond James Stadium,5,3,0.5833333333333334,0.5866666666666667,0.3,rec_yards,T.Johnson,WR,TB,2025
00-0030068,FirstEnergy Stadium,4,2,0.48148148148148145,0.4845679012345679,0.3,rec_yards,M.Goodwin,WR,CLE,2023
00-0036251,Lucas Oil Stadium,10,4,0.391304347826087,0.3942028985507246,0.3,rush_yards,Z.Moss,RB,CIN,2024
00-0031588,MetLife Stadium,4,2,0.4794520547945205,0.4828767123287671,0.3,rec_yards,S.Diggs,WR,NE,2025
00-0036410,Acrisure Stadium,4,2,0.484375,0.4869791666666667,0.3,rec_yards,T.Higgins,WR,CIN,2025
00-0038129,Raymond James Stadium,20,9,0.44680851063829785,0.44840425531914896,0.2,rec_yards,C.Otton,TE,TB,2025
00-0033119,Hard Rock Stadium,5,2,0.3902439024390244,0.3921951219512195,0.2,pass_yards,J.Brissett,QB,ARI,2025
00-0036415,Nissan Stadium,8,4,0.49230769230769234,0.4945054945054945,0.2,rec_yards,V.Jefferson,WR,TEN,2025
00-0035261,AT&T Stadium,28,15,0.5316455696202531,0.5340189873417721,0.2,rush_yards,T.Pollard,RB,TEN,2025
00-0033282,FedExField,15,7,0.46296296296296297,0.46455026455026455,0.2,rec_yards,C.Samuel,WR,BUF,2025
00-0039074,SoFi Stadium,9,4,0.4375,0.4396551724137931,0.2,rec_yards,D.Allen,TE,LA,2025
00-0030565,Lumen Field,20,8,0.39622641509433965,0.39811320754716983,0.2,pass_yards,G.Smith,QB,LV,2025
00-0036637,Allegiant Stadium,5,2,0.3888888888888889,0.39111111111111113,0.2,rec_yards,N.Gray,TE,KC,2025
00-0033923,FirstEnergy Stadium,20,8,0.39705882352941174,0.3985294117647059,0.1,rush_yards,K.Hunt,RB,KC,2025
00-0039890,Lucas Oil Stadium,8,3,0.37037037037037035,0.3716931216931217,0.1,rec_yards,A.Mitchell,WR,NYJ,2025
00-0034301,Arrowhead Stadium,7,3,0.4230769230769231,0.42450142450142453,0.1,rush_yards,D.Williams,RB,ARI,2022
00-0030565,SoFi Stadium,5,2,0.39622641509433965,0.39698113207547175,0.1,pass_yards,G.Smith,QB,LV,2025
00-0036415,Mercedes-Benz Stadium,4,2,0.49230769230769234,0.4935897435897436,0.1,rec_yards,V.Jefferson,WR,TEN,2025
00-0033040,GEHA Field at Arrowhead Stadium,7,3,0.4264705882352941,0.42701525054466233,0.1,rec_yards,T.Hill,WR,MIA,2025
00-0033873,Arrowhead Stadium,6,3,0.4935064935064935,0.495004995004995,0.1,pass_yards,P.Mahomes,QB,KC,2025
00-0033040,Hard Rock Stadium,21,9,0.4264705882352941,0.4275466284074606,0.1,rec_yards,T.Hill,WR,MIA,2025
00-0023459,MetLife Stadium,7,4,0.5671641791044776,0.568269762299613,0.1,pass_yards,A.Rodgers,QB,PIT,2025
00-0034970,Paycor Stadium,4,2,0.5,0.5,0.0,rec_yards,I.Smith,TE,CIN,2023
00-0039067,GEHA Field at Arrowhead Stadium,9,5,0.5555555555555556,0.5555555555555556,0.0,rec_yards,R.Rice,WR,KC,2025
00-0037594,Nissan Stadium,4,1,0.25,0.25,0.0,rush_yards,J.Chestnut,RB,TEN,2025
00-0040189,SoFi Stadium,6,2,0.3333333333333333,0.3333333333333333,0.0,rec_yards,O.Gadsden,TE,LAC,2025
00-0039376,Mercedes-Benz Superdome,6,3,0.5,0.5,0.0,pass_yards,S.Rattler,QB,NO,2025
00-0040187,Bank of America Stadium,6,3,0.5,0.5,0.0,rec_yards,M.Evans,TE,CAR,2025
00-0036555,Raymond James Stadium,4,2,0.5,0.5,0.0,rush_yards,C.Hubbard,RB,CAR,2025
00-0036457,M&T Bank Stadium,4,0,0.0,0.0,0.0,rush_yards,T.Williams,RB,ARI,2022
00-0035250,MetLife Stadium,18,9,0.5,0.5,0.0,rush_yards,D.Singletary,RB,NYG,2025
00-0036414,U.S. Bank Stadium,6,3,0.5,0.5,0.0,rush_yards,C.Akers,RB,MIN,2025
00-0032426,Lumen Field,4,1,0.25,0.25,0.0,rush_yards,A.Collins,RB,SEA,2021
00-0035704,Empower Field at Mile High,6,5,0.8333333333333334,0.8333333333333334,0.0,pass_yards,D.Lock,QB,SEA,2025
00-0031503,FirstEnergy Stadium,5,3,0.6,0.6,0.0,pass_yards,J.Winston,QB,NYG,2025
00-0038134,Lumen Field,22,11,0.5,0.5,0.0,rush_yards,K.Walker,RB,SEA,2025
00-0038134,SoFi Stadium,4,2,0.5,0.5,0.0,rush_yards,K.Walker,RB,SEA,2025
00-0035311,Hard Rock Stadium,12,4,0.3333333333333333,0.3333333333333333,0.0,rush_yards,M.Gaskin,RB,SEA,2025
00-0034829,MetLife Stadium,4,2,0.5,0.5,0.0,rec_yards,M.Gesicki,TE,CIN,2025
00-0036628,MetLife Stadium,4,2,0.5,0.5,0.0,rec_yards,J.Bates,TE,WAS,2025
00-0033879,Raymond James Stadium,5,2,0.4,0.4,0.0,rec_yards,O.Howard,TE,HOU,2022
00-0032200,Mercedes-Benz Superdome,4,1,0.25,0.25,0.0,rec_yards,T.Montgomery,WR,NE,2023
00-0035700,Allegiant Stadium,26,13,0.5,0.5,0.0,rush_yards,J.Jacobs,RB,GB,2025
00-0033118,Allegiant Stadium,5,2,0.4,0.4,0.0,rush_yards,K.Drake,RB,GB,2023
00-0032134,Paul Brown Stadium,8,4,0.5,0.5,0.0,rec_yards,C.Uzomah,TE,NYJ,2023
00-0034777,TIAA Bank Stadium,6,2,0.3333333333333333,0.3333333333333333,0.0,rec_yards,D.Chark,WR,LAC,2024
00-0035771,Paycor Stadium,6,3,0.5,0.5,0.0,rec_yards,M.Wilcox,TE,CIN,2023
00-0033925,FirstEnergy Stadium,4,2,0.5,0.5,0.0,rush_yards,D.Foreman,RB,CLE,2024
00-0038582,State Farm Stadium,5,1,0.2,0.2,0.0,pass_yards,C.Tune,QB,GB,2025
00-0035527,State Farm Stadium,4,1,0.25,0.25,0.0,rec_yards,A.Isabella,WR,BAL,2022
00-0031051,New Era Field,4,2,0.5,0.5,0.0,rec_yards,J.Brown,WR,BUF,2022
00-0034286,MetLife Stadium,6,3,0.5,0.5,0.0,rec_yards,R.James,WR,KC,2023
00-0033699,Allegiant Stadium,4,2,0.5,0.5,0.0,rush_yards,A.Ekeler,RB,WAS,2025
00-0037487,Raymond James Stadium,5,1,0.2,0.2,0.0,rec_yards,D.Thompkins,WR,ATL,2025
00-0039165,Lumen Field,18,9,0.5,0.5,0.0,rush_yards,Z.Charbonnet,RB,SEA,2025
00-0037228,M&T Bank Stadium,4,2,0.5,0.5,0.0,rush_yards,J.Warren,RB,PIT,2025
00-0029664,GEHA Field at Arrowhead Stadium,4,2,0.5,0.5,0.0,rec_yards,J.Gordon,WR,TEN,2022
00-0034426,Soldier Field,4,2,0.5,0.5,0.0,rec_yards,J.Wims,WR,CHI,2020
00-0039875,New Era Field,10,3,0.30434782608695654,0.30289855072463767,-0.1,rush_yards,R.Davis,RB,BUF,2025
00-0036898,NRG Stadium,15,8,0.5357142857142857,0.5346938775510205,-0.1,pass_yards,D.Mills,QB,HOU,2025
00-0033948,Ford Field,12,5,0.41818181818181815,0.41761363636363635,-0.1,rush_yards,Ja.Williams,RB,NO,2024
00-0037664,Lucas Oil Stadium,25,11,0.4423076923076923,0.441025641025641,-0.1,rec_yards,A.Pierce,WR,IND,2025
00-0036876,Lucas Oil Stadium,18,7,0.3902439024390244,0.38960205391527597,-0.1,rec_yards,K.Granson,TE,PHI,2025
00-0033895,SoFi Stadium,19,8,0.42592592592592593,0.4235517568850902,-0.2,rec_yards,G.Everett,TE,CHI,2024
00-0038597,Paycor Stadium,18,10,0.5588235294117647,0.5572755417956656,-0.2,rush_yards,C.Brown,RB,CIN,2025
00-0035806,Levi's Stadium,4,1,0.25925925925925924,0.25771604938271603,-0.2,rush_yards,J.Hasty,RB,NE,2024
00-0038090,GEHA Field at Arrowhead Stadium,10,4,0.4074074074074074,0.4049382716049382,-0.2,rec_yards,S.Moore,WR,SF,2025
00-0036963,Ford Field,31,17,0.5522388059701493,0.549897570968686,-0.2,rec_yards,A.St. Brown,WR,DET,2025
00-0036875,New Era Field,4,2,0.509090909090909,0.5075757575757575,-0.2,rush_yards,R.Stevenson,RB,NE,2025
00-0034418,Hard Rock Stadium,10,4,0.40476190476190477,0.4031746031746032,-0.2,rec_yards,C.Wilson,WR,MIA,2025
00-0036894,Heinz Field,7,3,0.4406779661016949,0.4375392341494036,-0.3,rec_yards,P.Freiermuth,TE,PIT,2025
00-0023500,MetLife Stadium,7,4,0.5833333333333334,0.5802469135802469,-0.3,rush_yards,F.Gore,RB,NYJ,2020
00-0035217,Heinz Field,10,4,0.4090909090909091,0.40606060606060607,-0.3,rush_yards,B.Snell,RB,PIT,2022
00-0034272,GEHA Field at Arrowhead Stadium,14,6,0.43548387096774194,0.43263757115749524,-0.3,rec_yards,M.Valdes-Scantling,WR,PIT,2025
00-0032764,TIAA Bank Stadium,4,2,0.5205479452054794,0.5171232876712328,-0.3,rush_yards,D.Henry,RB,BAL,2025
00-0033471,Hard Rock Stadium,8,3,0.38461538461538464,0.3818681318681319,-0.3,rec_yards,I.Ford,WR,MIA,2021
00-0037809,Nissan Stadium,25,14,0.5660377358490566,0.5626834381551362,-0.3,rec_yards,C.Okonkwo,TE,TEN,2025
00-0033106,U.S. Bank Stadium,4,2,0.5189873417721519,0.5158227848101266,-0.3,pass_yards,J.Goff,QB,DET,2025
00-0038394,Lucas Oil Stadium,5,2,0.4166666666666667,0.41333333333333333,-0.3,rec_yards,W.Mallory,TE,IND,2025
00-0032775,M&T Bank Stadium,7,3,0.4393939393939394,0.4365881032547699,-0.3,rec_yards,D.Robinson,WR,SF,2025
00-0032764,Lucas Oil Stadium,4,2,0.5205479452054794,0.5171232876712328,-0.3,rush_yards,D.Henry,RB,BAL,2025
00-0030035,Bank of America Stadium,12,5,0.4264705882352941,0.4227941176470588,-0.4,rec_yards,A.Thielen,WR,PIT,2025
00-0034487,Hard Rock Stadium,6,3,0.5161290322580645,0.5124069478908189,-0.4,rec_yards,T.Sherfield,WR,ARI,2025
00-0034983,Allegiant Stadium,24,9,0.3829787234042553,0.3786266924564796,-0.4,rec_yards,H.Renfrow,WR,CAR,2025
00-0040691,MetLife Stadium,5,4,0.8181818181818182,0.8145454545454546,-0.4,pass_yards,J.Dart,QB,NYG,2025
00-0023459,Acrisure Stadium,9,5,0.5671641791044776,0.5635615028306742,-0.4,pass_yards,A.Rodgers,QB,PIT,2025
00-0040667,Lambeau Field,4,1,0.2727272727272727,0.2689393939393939,-0.4,rec_yards,M.Golden,WR,GB,2025
00-0033591,AT&T Stadium,11,4,0.375,0.3709677419354839,-0.4,rec_yards,N.Brown,WR,WAS,2025
00-0036407,Empower Field at Mile High,24,12,0.5068493150684932,0.5031133250311333,-0.4,rec_yards,J.Jeudy,WR,CLE,2025
00-0037666,AT&T Stadium,15,5,0.34375,0.3392857142857143,-0.4,rec_yards,J.Tolbert,WR,DAL,2025
00-0031376,Levi's Stadium,5,2,0.42105263157894735,0.4168421052631579,-0.4,rush_yards,J.McKinnon,RB,KC,2023
00-0031381,SoFi Stadium,8,4,0.5135135135135135,0.5096525096525096,-0.4,rec_yards,D.Adams,WR,LA,2025
00-0036442,Paycor Stadium,18,9,0.5084745762711864,0.5044603033006245,-0.4,pass_yards,J.Burrow,QB,CIN,2025
00-0033576,Empower Field at Mile High,6,2,0.35,0.34615384615384615,-0.4,rec_yards,E.Saubert,TE,SEA,2025
00-0034270,MetLife Stadium,21,9,0.43548387096774194,0.43194335169158143,-0.4,rec_yards,T.Conklin,TE,LAC,2025
00-0034383,Nissan Stadium,4,2,0.5316455696202531,0.5263713080168776,-0.5,rec_yards,D.Schultz,TE,HOU,2025
00-0027061,Mercedes-Benz Superdome,6,3,0.52,0.5153846153846154,-0.5,rec_yards,J.Cook,TE,LAC,2021
00-0038752,Lumen Field,12,3,0.2631578947368421,0.2582236842105263,-0.5,rec_yards,J.Bobo,WR,SEA,2025
00-0037801,AT&T Stadium,18,6,0.34285714285714286,0.33834586466165417,-0.5,rec_yards,K.Turpin,WR,DAL,2025
00-0035100,Paycor Stadium,5,3,0.625,0.62,-0.5,pass_yards,J.Browning,QB,CIN,2025
00-0034115,State Farm Stadium,4,2,0.5294117647058824,0.5245098039215687,-0.5,rush_yards,J.Wilson,RB,MIA,2024
00-0036875,Gillette Stadium,24,12,0.509090909090909,0.5041322314049587,-0.5,rush_yards,R.Stevenson,RB,NE,2025
00-0033110,SoFi Stadium,29,14,0.4909090909090909,0.4860853432282004,-0.5,rec_yards,T.Higbee,TE,LA,2025
00-0036410,Paycor Stadium,19,9,0.484375,0.4791666666666667,-0.5,rec_yards,T.Higgins,WR,CIN,2025
00-0034132,Mercedes-Benz Stadium,5,2,0.42857142857142855,0.4228571428571428,-0.6,rec_yards,C.Blake,WR,ATL,2021
00-0033308,Hard Rock Stadium,5,2,0.43243243243243246,0.425945945945946,-0.6,rush_yards,M.Breida,RB,NYG,2023
00-0038124,Lambeau Field,19,9,0.4857142857142857,0.47985347985347987,-0.6,rec_yards,C.Watson,WR,GB,2025
00-0036893,M&T Bank Stadium,4,2,0.5357142857142857,0.5297619047619048,-0.6,rush_yards,N.Harris,RB,LAC,2025
00-0036894,Acrisure Stadium,21,9,0.4406779661016949,0.4344770566349731,-0.6,rec_yards,P.Freiermuth,TE,PIT,2025
00-0036398,Lincoln Financial Field,5,2,0.42857142857142855,0.4228571428571428,-0.6,rec_yards,J.Hightower,WR,PHI,2020
00-0027973,Soldier Field,4,2,0.5357142857142857,0.5297619047619048,-0.6,pass_yards,A.Dalton,QB,CAR,2025
00-0036919,Lincoln Financial Field,27,11,0.417910447761194,0.41187678628135915,-0.6,rush_yards,K.Gainwell,RB,PIT,2025
00-0040663,FirstEnergy Stadium,7,2,0.3076923076923077,0.301994301994302,-0.6,rec_yards,H.Fannin,TE,CLE,2025
00-0040078,GEHA Field at Arrowhead Stadium,7,1,0.16666666666666666,0.16049382716049382,-0.6,rush_yards,B.Smith,RB,KC,2025
00-0038559,State Farm Stadium,18,10,0.5675675675675675,0.561877667140825,-0.6,rec_yards,M.Wilson,WR,ARI,2025
00-0039152,Nissan Stadium,8,3,0.4,0.39285714285714285,-0.7,pass_yards,W.Levis,QB,TEN,2024
00-0036950,Mercedes-Benz Stadium,6,2,0.36363636363636365,0.35664335664335667,-0.7,rush_yards,A.Williams,RB,ATL,2022
00-0032394,Nissan Stadium,5,2,0.43478260869565216,0.42782608695652175,-0.7,rec_yards,N.Vannett,TE,TEN,2024
00-0033376,M&T Bank Stadium,12,5,0.43478260869565216,0.4279891304347826,-0.7,rush_yards,P.Ricard,RB,BAL,2025
00-0038563,Allegiant Stadium,21,8,0.39473684210526316,0.38767650834403083,-0.7,rec_yards,T.Tucker,WR,LV,2025
00-0036924,MetLife Stadium,16,6,0.391304347826087,0.38405797101449274,-0.7,rush_yards,M.Carter,RB,ARI,2025
00-0027981,MetLife Stadium,5,2,0.43478260869565216,0.42782608695652175,-0.7,rec_yards,K.Rudolph,TE,TB,2022
00-0039032,Nissan Stadium,17,8,0.48484848484848486,0.47829647829647826,-0.7,rush_yards,T.Spears,RB,TEN,2025
00-0034378,Mercedes-Benz Stadium,5,3,0.6363636363636364,0.629090909090909,-0.7,rush_yards,I.Smith,RB,DAL,2021
00-0038611,FedExField,8,4,0.5294117647058824,0.5210084033613446,-0.8,rush_yards,C.Rodriguez,RB,WAS,2025
00-0033858,Acrisure Stadium,8,3,0.4027777777777778,0.3948412698412698,-0.8,rec_yards,J.Smith,TE,PIT,2025
00-0034681,Raymond James Stadium,4,2,0.5476190476190477,0.5396825396825397,-0.8,rush_yards,C.Edmonds,RB,TB,2023
00-0036244,Lumen Field,13,5,0.40425531914893614,0.39651837524177946,-0.8,rec_yards,C.Parkinson,TE,LA,2025
00-0035659,AT&T Stadium,5,2,0.44,0.43200000000000005,-0.8,rec_yards,T.McLaurin,WR,WAS,2025
00-0034400,Lucas Oil Stadium,4,1,0.3,0.2916666666666667,-0.8,rush_yards,J.Wilkins,RB,IND,2022
00-0040739,Lumen Field,4,1,0.3,0.2916666666666667,-0.8,rec_yards,E.Arroyo,TE,SEA,2025
00-0034869,MetLife Stadium,6,3,0.5357142857142857,0.5274725274725275,-0.8,pass_yards,S.Darnold,QB,SEA,2025
00-0032775,GEHA Field at Arrowhead Stadium,5,2,0.4393939393939394,0.43151515151515146,-0.8,rec_yards,D.Robinson,WR,SF,2025
00-0034646,Mercedes-Benz Stadium,5,2,0.4411764705882353,0.4329411764705883,-0.8,rec_yards,B.Powell,WR,MIN,2024
00-0035243,Bank of America Stadium,11,4,0.3888888888888889,0.3799283154121864,-0.9,rush_yards,M.Sanders,RB,DAL,2025
00-0037475,SoFi Stadium,6,3,0.5384615384615384,0.529585798816568,-0.9,rec_yards,S.Smartt,TE,NYJ,2025
00-0034351,Lincoln Financial Field,27,11,0.423728813559322,0.41435268662098806,-0.9,rec_yards,D.Goedert,TE,PHI,2025
00-0022942,Lucas Oil Stadium,6,3,0.5384615384615384,0.529585798816568,-0.9,pass_yards,P.Rivers,QB,IND,2025
00-0032775,SoFi Stadium,12,5,0.4393939393939394,0.4308712121212121,-0.9,rec_yards,D.Robinson,WR,SF,2025
00-0038396,MetLife Stadium,5,2,0.4444444444444444,0.4355555555555556,-0.9,rush_yards,E.Gray,RB,NYG,2024
00-0039361,Raymond James Stadium,12,6,0.5238095238095238,0.5148809523809523,-0.9,rush_yards,B.Irving,RB,TB,2025
00-0040729,Allegiant Stadium,4,2,0.5555555555555556,0.5462962962962963,-0.9,rec_yards,J.Bech,WR,LV,2025
00-0035229,U.S. Bank Stadium,20,8,0.417910447761194,0.408955223880597,-0.9,rec_yards,T.Hockenson,TE,MIN,2025
00-0035631,Paycor Stadium,15,6,0.4222222222222222,0.41269841269841273,-1.0,rec_yards,D.Sample,TE,CIN,2025
00-0031280,Mercedes-Benz Superdome,11,5,0.48333333333333334,0.47311827956989244,-1.0,pass_yards,D.Carr,QB,NO,2024
00-0036040,Mercedes-Benz Superdome,30,14,0.48333333333333334,0.4733333333333333,-1.0,rec_yards,J.Johnson,TE,NO,2025
00-0036219,Mercedes-Benz Superdome,13,4,0.3333333333333333,0.3232323232323232,-1.0,rec_yards,M.Callaway,WR,NO,2022
00-0039410,AT&T Stadium,8,2,0.2857142857142857,0.2755102040816326,-1.0,rec_yards,R.Flournoy,WR,DAL,2025
00-0036212,New Era Field,5,2,0.45,0.44,-1.0,pass_yards,T.Tagovailoa,QB,MIA,2025
00-0034928,Acrisure Stadium,4,1,0.3125,0.3020833333333333,-1.0,rec_yards,S.Sims,WR,ARI,2025
00-0030431,NRG Stadium,12,5,0.4423076923076923,0.4326923076923077,-1.0,rec_yards,R.Woods,WR,HOU,2024
00-0033591,FedExField,6,2,0.375,0.36538461538461536,-1.0,rec_yards,N.Brown,WR,WAS,2025
00-0036997,Empower Field at Mile High,22,10,0.4727272727272727,0.4632034632034632,-1.0,rush_yards,J.Williams,RB,DAL,2025
00-0031800,FedExField,8,3,0.4090909090909091,0.39935064935064934,-1.0,pass_yards,T.Heinicke,QB,LAC,2024
00-0039880,Hard Rock Stadium,12,7,0.6086956521739131,0.5991847826086957,-1.0,rec_yards,M.Washington,WR,MIA,2025
00-0031285,M&T Bank Stadium,8,4,0.5333333333333333,0.5238095238095238,-1.0,rush_yards,D.Freeman,RB,BAL,2021
00-0031428,SoFi Stadium,6,3,0.5454545454545454,0.5349650349650349,-1.0,rec_yards,A.Robinson,WR,DET,2024
00-0033077,FedExField,4,2,0.5614035087719298,0.5511695906432749,-1.0,pass_yards,D.Prescott,QB,DAL,2025
