pid,stad,size,sum,own_base,shrunk,edge_pp,stat,name,role,team,last_season
00-0033555,Gillette Stadium,7,2,0.4166666666666667,0.3827160493827161,-3.4,rec_yards,M.Hollins,WR,NE,2025
00-0033943,SoFi Stadium,8,2,0.3673469387755102,0.3338192419825073,-3.4,rec_yards,J.Reynolds,WR,NYJ,2025
00-0031235,FirstEnergy Stadium,4,1,0.45161290322580644,0.418010752688172,-3.4,rec_yards,O.Beckham,WR,MIA,2024
00-0034349,Ford Field,7,1,0.2727272727272727,0.23905723905723905,-3.4,rush_yards,K.Johnson,RB,DET,2020
00-0032765,Mercedes-Benz Superdome,4,1,0.45454545454545453,0.4204545454545454,-3.4,rec_yards,M.Thomas,WR,NO,2023
00-0036755,FedExField,5,2,0.5714285714285714,0.537142857142857,-3.4,rush_yards,J.Patterson,RB,LAC,2025
00-0034418,AT&T Stadium,10,3,0.40476190476190477,0.3698412698412698,-3.5,rec_yards,C.Wilson,WR,MIA,2025
00-0033857,GEHA Field at Arrowhead Stadium,18,5,0.3508771929824561,0.31625115420129274,-3.5,rec_yards,J.Smith-Schuster,WR,KC,2025
00-0034411,Raymond James Stadium,6,2,0.48484848484848486,0.4498834498834499,-3.5,rec_yards,R.Gage,WR,TB,2022
00-0030496,Arrowhead Stadium,4,1,0.46153846153846156,0.4262820512820513,-3.5,rush_yards,L.Bell,RB,TB,2021
00-0034798,MetLife Stadium,5,2,0.5769230769230769,0.5415384615384614,-3.5,rec_yards,D.Smythe,TE,CHI,2025
00-0039491,Bank of America Stadium,7,3,0.5625,0.5277777777777778,-3.5,rec_yards,J.Coker,WR,CAR,2025
00-0036233,FirstEnergy Stadium,14,6,0.5135135135135135,0.4785373608903021,-3.5,rec_yards,D.Peoples-Jones,WR,DET,2023
00-0034753,Acrisure Stadium,4,1,0.4583333333333333,0.4236111111111111,-3.5,rec_yards,M.Andrews,TE,BAL,2025
00-0039738,SoFi Stadium,13,4,0.4,0.36363636363636365,-3.6,rush_yards,B.Corum,RB,LA,2025
00-0031763,Allegiant Stadium,7,1,0.28125,0.24537037037037038,-3.6,rec_yards,D.Carter,WR,CHI,2024
00-0034975,M&T Bank Stadium,22,7,0.38636363636363635,0.35064935064935066,-3.6,rush_yards,J.Hill,RB,BAL,2025
00-0035250,NRG Stadium,8,3,0.5,0.4642857142857143,-3.6,rush_yards,D.Singletary,RB,NYG,2025
00-0034407,Levi's Stadium,8,3,0.5,0.4642857142857143,-3.6,rec_yards,R.McCloud,WR,NYG,2025
00-0034364,NRG Stadium,16,7,0.5185185185185185,0.4825102880658436,-3.6,rec_yards,J.Akins,TE,CLE,2024
00-0036259,Lumen Field,4,1,0.4642857142857143,0.4285714285714286,-3.6,rec_yards,J.Jennings,WR,SF,2025
00-0031045,TIAA Bank Stadium,4,1,0.4666666666666667,0.4305555555555556,-3.6,rush_yards,C.Hyde,RB,JAX,2021
00-0039342,Bank of America Stadium,11,3,0.375,0.3387096774193548,-3.6,rec_yards,X.Legette,WR,CAR,2025
00-0033895,Lumen Field,7,2,0.42592592592592593,0.38957475994513036,-3.6,rec_yards,G.Everett,TE,CHI,2024
00-0038104,Gillette Stadium,8,3,0.5,0.4642857142857143,-3.6,rec_yards,T.Thornton,WR,KC,2025
00-0035993,M&T Bank Stadium,8,5,0.75,0.7142857142857143,-3.6,pass_yards,T.Huntley,QB,BAL,2025
00-0035644,Paycor Stadium,7,2,0.42857142857142855,0.3915343915343915,-3.7,rec_yards,N.Fant,TE,CIN,2025
00-0035592,Lincoln Financial Field,4,0,0.2222222222222222,0.1851851851851852,-3.7,rec_yards,T.Fulgham,WR,PHI,2020
00-0026498,Levi's Stadium,4,1,0.4722222222222222,0.4351851851851852,-3.7,pass_yards,M.Stafford,QB,LA,2025
00-0033891,Allegiant Stadium,11,4,0.4666666666666667,0.43010752688172044,-3.7,rec_yards,Z.Jones,WR,ARI,2025
00-0036389,MetLife Stadium,7,2,0.43243243243243246,0.3943943943943944,-3.8,pass_yards,J.Hurts,QB,PHI,2025
00-0040782,FirstEnergy Stadium,6,1,0.3333333333333333,0.2948717948717948,-3.8,rec_yards,I.Bond,WR,CLE,2025
00-0039338,Allegiant Stadium,12,4,0.43478260869565216,0.3967391304347826,-3.8,rec_yards,B.Bowers,TE,LV,2025
00-0033854,TIAA Bank Stadium,6,2,0.5,0.46153846153846156,-3.8,rush_yards,D.Ogunbowale,RB,HOU,2025
00-0040736,MetLife Stadium,6,2,0.5,0.46153846153846156,-3.8,rec_yards,M.Taylor,TE,NYJ,2025
00-0034827,U.S. Bank Stadium,4,1,0.47560975609756095,0.4380081300813008,-3.8,rec_yards,D.Moore,WR,CHI,2025
00-0034827,Mercedes-Benz Superdome,4,1,0.47560975609756095,0.4380081300813008,-3.8,rec_yards,D.Moore,WR,CHI,2025
00-0036727,Empower Field at Mile High,4,0,0.23076923076923078,0.19230769230769232,-3.8,rush_yards,A.Prentice,RB,DEN,2025
00-0036980,FirstEnergy Stadium,13,4,0.40384615384615385,0.36596736596736595,-3.8,rec_yards,E.Moore,WR,BUF,2025
00-0034830,SoFi Stadium,4,1,0.47619047619047616,0.4384920634920635,-3.8,rec_yards,H.Hurst,TE,LAC,2024
00-0036971,NRG Stadium,4,1,0.4838709677419355,0.44489247311827956,-3.9,pass_yards,T.Lawrence,QB,JAX,2025
00-0033921,Bank of America Stadium,4,1,0.48214285714285715,0.44345238095238093,-3.9,rec_yards,C.Godwin,WR,TB,2025
00-0033280,Levi's Stadium,20,8,0.4782608695652174,0.4391304347826087,-3.9,rush_yards,C.McCaffrey,RB,SF,2025
00-0031280,SoFi Stadium,4,1,0.48333333333333334,0.4444444444444444,-3.9,pass_yards,D.Carr,QB,NO,2024
00-0031503,Mercedes-Benz Superdome,5,2,0.6,0.56,-4.0,pass_yards,J.Winston,QB,NYG,2025
00-0033118,State Farm Stadium,5,1,0.4,0.36,-4.0,rush_yards,K.Drake,RB,GB,2023
00-0033897,Paul Brown Stadium,9,3,0.46153846153846156,0.4217506631299735,-4.0,rush_yards,J.Mixon,RB,HOU,2024
00-0027685,New Era Field,4,1,0.5,0.4583333333333333,-4.2,rec_yards,E.Sanders,WR,BUF,2021
00-0036360,Arrowhead Stadium,4,0,0.25,0.20833333333333334,-4.2,rush_yards,C.Edwards-Helaire,RB,KC,2025
00-0040009,Lambeau Field,4,1,0.5,0.4583333333333333,-4.2,rec_yards,S.Williams,WR,GB,2025
00-0033906,Mercedes-Benz Superdome,32,9,0.3492063492063492,0.3073870573870574,-4.2,rush_yards,A.Kamara,RB,NO,2025
00-0037261,New Era Field,22,8,0.4444444444444444,0.40211640211640215,-4.2,rec_yards,K.Shakir,WR,BUF,2025
00-0036358,MetLife Stadium,4,1,0.5,0.4583333333333333,-4.2,rec_yards,C.Lamb,WR,DAL,2025
00-0035700,SoFi Stadium,4,1,0.5,0.4583333333333333,-4.2,rush_yards,J.Jacobs,RB,GB,2025
00-0038108,Gillette Stadium,4,2,0.75,0.7083333333333334,-4.2,pass_yards,B.Zappe,QB,CLE,2024
00-0036358,Lincoln Financial Field,4,1,0.5,0.4583333333333333,-4.2,rec_yards,C.Lamb,WR,DAL,2025
00-0035250,Gillette Stadium,4,1,0.5,0.4583333333333333,-4.2,rush_yards,D.Singletary,RB,NYG,2025
00-0036626,TIAA Bank Stadium,6,1,0.35,0.3076923076923077,-4.2,rec_yards,D.Brown,WR,JAX,2025
00-0037744,State Farm Stadium,22,9,0.48936170212765956,0.4473150962512665,-4.2,rec_yards,T.McBride,TE,ARI,2025
00-0037805,MetLife Stadium,17,6,0.4444444444444444,0.40240240240240244,-4.2,rec_yards,J.Ruckert,TE,NYJ,2025
00-0031595,Empower Field at Mile High,8,2,0.4,0.35714285714285715,-4.3,rush_yards,M.Burton,RB,DEN,2024
00-0034798,Hard Rock Stadium,26,13,0.5769230769230769,0.5334448160535117,-4.3,rec_yards,D.Smythe,TE,CHI,2025
00-0040198,Hard Rock Stadium,7,1,0.3076923076923077,0.26495726495726496,-4.3,rush_yards,O.Gordon,RB,MIA,2025
00-0035208,Lincoln Financial Field,6,1,0.3548387096774194,0.3114143920595534,-4.3,rec_yards,O.Zaccheaus,WR,CHI,2025
00-0033009,Nissan Stadium,7,2,0.453125,0.4097222222222222,-4.3,rec_yards,T.Boyd,WR,TEN,2024
00-0035662,GEHA Field at Arrowhead Stadium,7,1,0.3103448275862069,0.2669220945083014,-4.3,rec_yards,M.Brown,WR,KC,2025
00-0038544,SoFi Stadium,20,6,0.3888888888888889,0.34444444444444444,-4.4,rec_yards,Q.Johnston,WR,LAC,2025
00-0035249,M&T Bank Stadium,8,2,0.40476190476190477,0.36054421768707484,-4.4,rec_yards,J.Oliver,TE,MIN,2025
00-0036309,Mercedes-Benz Stadium,12,5,0.5352112676056338,0.4907570422535211,-4.4,rec_yards,D.Mooney,WR,ATL,2025
00-0031868,Mercedes-Benz Stadium,6,1,0.35714285714285715,0.3131868131868132,-4.4,rec_yards,D.Byrd,WR,ATL,2023
00-0036233,Ford Field,4,1,0.5135135135135135,0.46959459459459457,-4.4,rec_yards,D.Peoples-Jones,WR,DET,2023
00-0040242,FedExField,6,1,0.35714285714285715,0.3131868131868132,-4.4,rush_yards,J.Croskey-Merritt,RB,WAS,2025
00-0040236,Soldier Field,6,1,0.35714285714285715,0.3131868131868132,-4.4,rush_yards,K.Monangai,RB,CHI,2025
00-0039894,GEHA Field at Arrowhead Stadium,13,5,0.5,0.45454545454545453,-4.5,rec_yards,X.Worthy,WR,KC,2025
00-0032392,Nissan Stadium,9,3,0.4794520547945205,0.4341048653755314,-4.5,rec_yards,A.Hooper,TE,NE,2025
00-0033466,New Era Field,13,4,0.42105263157894735,0.3763955342902711,-4.5,rec_yards,I.McKenzie,WR,IND,2023
00-0034351,AT&T Stadium,5,1,0.423728813559322,0.3789830508474576,-4.5,rec_yards,D.Goedert,TE,PHI,2025
00-0036422,Mercedes-Benz Superdome,10,3,0.43636363636363634,0.3909090909090909,-4.5,rec_yards,A.Trautman,TE,DEN,2025
00-0034869,Lumen Field,8,3,0.5357142857142857,0.4897959183673469,-4.6,pass_yards,S.Darnold,QB,SEA,2025
00-0034184,SoFi Stadium,7,2,0.4634146341463415,0.41734417344173447,-4.6,rush_yards,G.Edwards,RB,LAC,2024
00-0035535,Lincoln Financial Field,5,1,0.43661971830985913,0.3892957746478873,-4.7,rec_yards,D.Slayton,WR,NYG,2025
00-0039851,Gillette Stadium,12,6,0.625,0.578125,-4.7,pass_yards,D.Maye,QB,NE,2025
00-0034869,Bank of America Stadium,6,2,0.5357142857142857,0.489010989010989,-4.7,pass_yards,S.Darnold,QB,SEA,2025
00-0035261,FedExField,4,1,0.5316455696202531,0.48470464135021096,-4.7,rush_yards,T.Pollard,RB,TEN,2025
00-0036290,Lambeau Field,5,1,0.4342105263157895,0.3873684210526316,-4.7,rec_yards,C.Kmet,TE,CHI,2025
00-0036232,FirstEnergy Stadium,15,5,0.4418604651162791,0.3953488372093023,-4.7,rec_yards,H.Bryant,TE,HOU,2025
00-0036894,M&T Bank Stadium,5,1,0.4406779661016949,0.3925423728813559,-4.8,rec_yards,P.Freiermuth,TE,PIT,2025
00-0032918,U.S. Bank Stadium,14,1,0.1875,0.13970588235294118,-4.8,rush_yards,C.Ham,RB,MIN,2025
00-0033555,New Era Field,8,2,0.4166666666666667,0.36904761904761907,-4.8,rec_yards,M.Hollins,WR,NE,2025
00-0035710,Lucas Oil Stadium,5,1,0.4423076923076923,0.39384615384615385,-4.8,pass_yards,D.Jones,QB,IND,2025
00-0039798,MetLife Stadium,10,3,0.4444444444444444,0.3962962962962963,-4.8,rush_yards,I.Davis,RB,NYJ,2025
00-0036244,SoFi Stadium,14,4,0.40425531914893614,0.3554443053817271,-4.9,rec_yards,C.Parkinson,TE,LA,2025
00-0035676,Lincoln Financial Field,24,9,0.4647887323943662,0.41581306017925734,-4.9,rec_yards,A.Brown,WR,PHI,2025
00-0033856,Raymond James Stadium,16,6,0.48484848484848486,0.43602693602693604,-4.9,rush_yards,L.Fournette,RB,BUF,2023
00-0033553,Heinz Field,4,1,0.5454545454545454,0.49621212121212116,-4.9,rush_yards,J.Conner,RB,ARI,2025
00-0034796,FirstEnergy Stadium,5,1,0.44776119402985076,0.3982089552238806,-5.0,pass_yards,L.Jackson,QB,BAL,2025
00-0028087,MetLife Stadium,6,1,0.38461538461538464,0.334319526627219,-5.0,rush_yards,D.Lewis,RB,NYG,2020
00-0035719,Levi's Stadium,26,8,0.3968253968253968,0.34644582470669427,-5.0,rec_yards,D.Samuel,WR,WAS,2025
00-0035350,Hard Rock Stadium,5,0,0.25,0.2,-5.0,rec_yards,P.Williams,WR,MIA,2021
00-0031235,SoFi Stadium,5,1,0.45161290322580644,0.4012903225806451,-5.0,rec_yards,O.Beckham,WR,MIA,2024
00-0033885,FirstEnergy Stadium,30,12,0.48333333333333334,0.4333333333333333,-5.0,rec_yards,D.Njoku,TE,CLE,2025
00-0034837,TIAA Bank Stadium,7,2,0.4782608695652174,0.428341384863124,-5.0,rec_yards,C.Ridley,WR,TEN,2025
00-0029604,Soldier Field,4,1,0.5555555555555556,0.5046296296296297,-5.1,pass_yards,K.Cousins,QB,ATL,2025
00-0029239,Gillette Stadium,6,1,0.3888888888888889,0.33760683760683763,-5.1,rush_yards,B.Bolden,RB,LV,2023
00-0035216,M&T Bank Stadium,5,1,0.45614035087719296,0.4049122807017544,-5.1,rec_yards,D.Johnson,WR,HOU,2024
00-0033897,NRG Stadium,5,1,0.46153846153846156,0.4092307692307693,-5.2,rush_yards,J.Mixon,RB,HOU,2024
00-0037840,SoFi Stadium,23,9,0.4878048780487805,0.43618831537152586,-5.2,rush_yards,K.Williams,RB,LA,2025
00-0029892,State Farm Stadium,8,1,0.3076923076923077,0.25549450549450553,-5.2,rush_yards,K.Juszczyk,RB,SF,2025
00-0030506,Empower Field at Mile High,5,1,0.46153846153846156,0.4092307692307693,-5.2,rec_yards,T.Kelce,TE,KC,2025
00-0029604,Mercedes-Benz Stadium,8,3,0.5555555555555556,0.503968253968254,-5.2,pass_yards,K.Cousins,QB,ATL,2025
00-0034845,SoFi Stadium,11,3,0.4230769230769231,0.369727047146402,-5.3,rush_yards,S.Michel,RB,LAC,2022
00-0037228,Acrisure Stadium,27,11,0.5,0.44680851063829785,-5.3,rush_yards,J.Warren,RB,PIT,2025
00-0033537,FirstEnergy Stadium,4,1,0.5652173913043478,0.5126811594202898,-5.3,pass_yards,D.Watson,QB,CLE,2024
00-0037809,TIAA Bank Stadium,4,1,0.5660377358490566,0.5133647798742138,-5.3,rec_yards,C.Okonkwo,TE,TEN,2025
00-0037809,NRG Stadium,4,1,0.5660377358490566,0.5133647798742138,-5.3,rec_yards,C.Okonkwo,TE,TEN,2025
00-0034348,GEHA Field at Arrowhead Stadium,5,1,0.4696969696969697,0.41575757575757577,-5.4,rec_yards,C.Sutton,WR,DEN,2025
00-0036355,SoFi Stadium,40,17,0.5064935064935064,0.4521645021645021,-5.4,pass_yards,J.Herbert,QB,LAC,2025
00-0036988,New Era Field,5,1,0.4716981132075472,0.41735849056603774,-5.4,rec_yards,J.Palmer,WR,BUF,2025
00-0031237,Bank of America Stadium,6,1,0.4,0.34615384615384615,-5.4,pass_yards,T.Bridgewater,QB,TB,2025
00-0036997,Allegiant Stadium,5,1,0.4727272727272727,0.4181818181818182,-5.5,rush_yards,J.Williams,RB,DAL,2025
00-0032392,Gillette Stadium,12,4,0.4794520547945205,0.4246575342465753,-5.5,rec_yards,A.Hooper,TE,NE,2025
00-0029263,SoFi Stadium,5,1,0.4745762711864407,0.41966101694915253,-5.5,pass_yards,R.Wilson,QB,NYG,2025
00-0031549,Gillette Stadium,10,3,0.46551724137931033,0.4103448275862069,-5.5,rec_yards,N.Agholor,WR,BAL,2024
00-0037299,State Farm Stadium,5,0,0.2727272727272727,0.21818181818181817,-5.5,rush_yards,K.Ingram,RB,ARI,2023
00-0035640,State Farm Stadium,6,1,0.41025641025641024,0.35404339250493094,-5.6,rec_yards,D.Metcalf,WR,PIT,2025
00-0036357,Allegiant Stadium,7,1,0.35714285714285715,0.30158730158730157,-5.6,rec_yards,H.Ruggs,WR,LV,2021
00-0022924,Heinz Field,12,3,0.4,0.34375,-5.6,pass_yards,B.Roethlisberger,QB,PIT,2021
00-0035140,Arrowhead Stadium,7,2,0.5,0.4444444444444444,-5.6,rec_yards,M.Hardman,WR,BUF,2025
00-0031280,Allegiant Stadium,19,7,0.48333333333333334,0.4273504273504273,-5.6,pass_yards,D.Carr,QB,NO,2024
00-0035414,SoFi Stadium,16,6,0.5,0.4444444444444444,-5.6,rec_yards,J.Guyton,WR,LAC,2023
00-0030578,Acrisure Stadium,4,0,0.3333333333333333,0.27777777777777773,-5.6,rush_yards,C.Patterson,RB,PIT,2024
00-0031325,Arrowhead Stadium,4,0,0.3333333333333333,0.27777777777777773,-5.6,rec_yards,S.Watkins,WR,BAL,2022
00-0034297,GEHA Field at Arrowhead Stadium,6,1,0.41379310344827586,0.356763925729443,-5.7,rec_yards,B.Pringle,WR,WAS,2023
00-0033251,State Farm Stadium,4,0,0.34146341463414637,0.28455284552845533,-5.7,rec_yards,Z.Pascal,WR,ARI,2023
00-0027942,State Farm Stadium,10,3,0.4722222222222222,0.4148148148148148,-5.7,rec_yards,A.Green,WR,ARI,2022
00-0032385,Raymond James Stadium,10,2,0.375,0.31666666666666665,-5.8,rec_yards,S.Shepard,WR,TB,2025
00-0035216,Acrisure Stadium,13,4,0.45614035087719296,0.39766081871345027,-5.8,rec_yards,D.Johnson,WR,HOU,2024
00-0033906,Raymond James Stadium,4,0,0.3492063492063492,0.291005291005291,-5.8,rush_yards,A.Kamara,RB,NO,2025
00-0034419,Hard Rock Stadium,8,2,0.45454545454545453,0.39610389610389607,-5.8,rec_yards,B.Berrios,WR,HOU,2025
00-0036275,Ford Field,17,5,0.4225352112676056,0.36353254663113815,-5.9,rush_yards,D.Swift,RB,CHI,2025
00-0033893,MetLife Stadium,7,1,0.3695652173913043,0.3107890499194847,-5.9,rush_yards,D.Cook,RB,DAL,2024
00-0038738,AT&T Stadium,9,3,0.5238095238095238,0.46469622331691296,-5.9,rush_yards,H.Luepke,RB,DAL,2025
00-0039373,Empower Field at Mile High,5,1,0.5,0.44,-6.0,rush_yards,A.Estime,RB,NO,2025
00-0033555,Hard Rock Stadium,9,2,0.4166666666666667,0.3563218390804598,-6.0,rec_yards,M.Hollins,WR,NE,2025
00-0038104,GEHA Field at Arrowhead Stadium,5,1,0.5,0.44,-6.0,rec_yards,T.Thornton,WR,KC,2025
00-0036326,Hard Rock Stadium,4,0,0.36585365853658536,0.3048780487804878,-6.1,rec_yards,C.Claypool,WR,MIA,2023
00-0027061,SoFi Stadium,7,2,0.52,0.45925925925925926,-6.1,rec_yards,J.Cook,TE,LAC,2021
00-0031547,Hard Rock Stadium,11,3,0.4444444444444444,0.3835125448028674,-6.1,rec_yards,D.Parker,WR,NE,2023
00-0027939,Gillette Stadium,6,1,0.4375,0.375,-6.2,pass_yards,C.Newton,QB,CAR,2021
00-0036387,Lincoln Financial Field,10,3,0.48717948717948717,0.4247863247863248,-6.2,rec_yards,J.Reagor,WR,LAC,2024
00-0035689,Gillette Stadium,5,1,0.5079365079365079,0.44634920634920633,-6.2,rec_yards,D.Knox,TE,BUF,2025
00-0036422,Empower Field at Mile High,14,4,0.43636363636363634,0.37433155080213903,-6.2,rec_yards,A.Trautman,TE,DEN,2025
00-0038098,FirstEnergy Stadium,9,2,0.42105263157894735,0.35934664246823955,-6.2,rush_yards,P.Strong,RB,CLE,2024
00-0031588,New Era Field,27,10,0.4794520547945205,0.4167881084232002,-6.3,rec_yards,S.Diggs,WR,NE,2025
00-0035291,Paycor Stadium,8,2,0.47058823529411764,0.40756302521008403,-6.3,rush_yards,T.Williams,RB,CLE,2025
00-0031376,GEHA Field at Arrowhead Stadium,12,3,0.42105263157894735,0.3569078947368421,-6.4,rush_yards,J.McKinnon,RB,KC,2023
00-0036332,Lambeau Field,8,1,0.35294117647058826,0.28781512605042014,-6.5,rec_yards,J.Deguara,TE,ARI,2025
00-0033119,Lucas Oil Stadium,4,0,0.3902439024390244,0.3252032520325203,-6.5,pass_yards,J.Brissett,QB,ARI,2025
00-0031687,Allegiant Stadium,4,0,0.3958333333333333,0.3298611111111111,-6.6,rush_yards,R.Mostert,RB,LV,2025
00-0035719,State Farm Stadium,4,0,0.3968253968253968,0.33068783068783064,-6.6,rec_yards,D.Samuel,WR,WAS,2025
00-0031237,Empower Field at Mile High,7,1,0.4,0.3333333333333333,-6.7,pass_yards,T.Bridgewater,QB,TB,2025
00-0032725,SoFi Stadium,4,0,0.4,0.3333333333333333,-6.7,rec_yards,S.Anderson,TE,ARI,2022
00-0039164,Lucas Oil Stadium,5,0,0.3333333333333333,0.26666666666666666,-6.7,pass_yards,A.Richardson,QB,IND,2025
00-0027973,Mercedes-Benz Superdome,5,1,0.5357142857142857,0.4685714285714285,-6.7,pass_yards,A.Dalton,QB,CAR,2025
00-0035215,New Era Field,4,0,0.4,0.3333333333333333,-6.7,rec_yards,D.Harty,WR,BUF,2023
00-0033526,GEHA Field at Arrowhead Stadium,7,1,0.4027777777777778,0.3353909465020576,-6.7,rush_yards,S.Perine,RB,CIN,2025
00-0038454,M&T Bank Stadium,6,1,0.46153846153846156,0.39349112426035504,-6.8,rush_yards,K.Mitchell,RB,BAL,2025
00-0037197,GEHA Field at Arrowhead Stadium,21,8,0.5128205128205128,0.4452782989368355,-6.8,rush_yards,I.Pacheco,RB,KC,2025
00-0033572,Ford Field,5,0,0.3448275862068966,0.27586206896551724,-6.9,rec_yards,J.Agnew,WR,JAX,2023
00-0035664,SoFi Stadium,14,2,0.3103448275862069,0.24137931034482762,-6.9,rush_yards,D.Henderson,RB,LA,2023
00-0031868,Gillette Stadium,5,0,0.35714285714285715,0.28571428571428575,-7.1,rec_yards,D.Byrd,WR,ATL,2023
00-0037276,U.S. Bank Stadium,10,2,0.4117647058823529,0.34117647058823525,-7.1,rush_yards,T.Chandler,RB,MIN,2025
00-0040704,FirstEnergy Stadium,4,0,0.42857142857142855,0.35714285714285715,-7.1,pass_yards,D.Gabriel,QB,CLE,2025
00-0034855,FirstEnergy Stadium,10,3,0.52,0.44666666666666666,-7.3,pass_yards,B.Mayfield,QB,TB,2025
00-0033296,Bank of America Stadium,5,0,0.36363636363636365,0.29090909090909095,-7.3,rush_yards,A.Armah,RB,WAS,2023
00-0032104,Lucas Oil Stadium,5,0,0.3684210526315789,0.29473684210526313,-7.4,rush_yards,A.Abdullah,RB,IND,2025
00-0032398,Hard Rock Stadium,4,0,0.4411764705882353,0.36764705882352944,-7.4,rec_yards,C.Moore,WR,WAS,2025
00-0039384,MetLife Stadium,14,5,0.5384615384615384,0.4638009049773755,-7.5,rush_yards,T.Tracy,RB,NYG,2025
00-0033009,M&T Bank Stadium,4,0,0.453125,0.3776041666666667,-7.6,rec_yards,T.Boyd,WR,TEN,2024
00-0034829,Gillette Stadium,6,1,0.5,0.4230769230769231,-7.7,rec_yards,M.Gesicki,TE,CIN,2025
00-0034765,Mercedes-Benz Superdome,10,2,0.43478260869565216,0.3565217391304348,-7.8,rec_yards,T.Smith,WR,NO,2022
00-0035685,Ford Field,20,5,0.4084507042253521,0.32922535211267606,-7.9,rush_yards,D.Montgomery,RB,DET,2025
00-0029263,Acrisure Stadium,4,0,0.4745762711864407,0.39548022598870053,-7.9,pass_yards,R.Wilson,QB,NYG,2025
00-0033280,Bank of America Stadium,4,0,0.4782608695652174,0.39855072463768115,-8.0,rush_yards,C.McCaffrey,RB,SF,2025
00-0027944,Nissan Stadium,4,0,0.48,0.39999999999999997,-8.0,rec_yards,J.Jones,WR,PHI,2023
00-0033307,Levi's Stadium,8,1,0.40625,0.32589285714285715,-8.0,rec_yards,K.Bourne,WR,SF,2025
00-0024243,Soldier Field,5,0,0.4090909090909091,0.32727272727272727,-8.2,rec_yards,M.Lewis,TE,CHI,2024
00-0036412,Empower Field at Mile High,5,0,0.4166666666666667,0.33333333333333337,-8.3,rec_yards,K.Hamler,WR,DEN,2022
00-0037256,Raymond James Stadium,25,9,0.5094339622641509,0.42641509433962266,-8.3,rush_yards,R.White,RB,TB,2025
00-0034279,Soldier Field,7,1,0.46153846153846156,0.378917378917379,-8.3,rec_yards,E.St. Brown,WR,CHI,2023
00-0036322,Lambeau Field,5,0,0.42105263157894735,0.3368421052631579,-8.4,rec_yards,J.Jefferson,WR,MIN,2025
00-0039794,MetLife Stadium,7,0,0.3333333333333333,0.24691358024691357,-8.6,rush_yards,B.Allen,RB,NYJ,2025
00-0034844,AT&T Stadium,5,0,0.45,0.36,-9.0,rush_yards,S.Barkley,RB,PHI,2025
00-0032972,Allegiant Stadium,6,1,0.56,0.4692307692307693,-9.1,rush_yards,D.Booker,RB,NYG,2021
00-0033077,MetLife Stadium,4,0,0.5614035087719298,0.4678362573099415,-9.4,pass_yards,D.Prescott,QB,DAL,2025
00-0036261,Lumen Field,4,0,0.5660377358490566,0.4716981132075471,-9.4,rec_yards,B.Aiyuk,WR,SF,2024
00-0029000,New Era Field,12,1,0.34615384615384615,0.24759615384615385,-9.9,rec_yards,C.Beasley,WR,BUF,2022
00-0036912,MetLife Stadium,6,0,0.4307692307692308,0.33136094674556216,-9.9,rec_yards,D.Smith,WR,PHI,2025
00-0033045,AT&T Stadium,26,6,0.40625,0.3070652173913043,-9.9,rush_yards,E.Elliott,RB,DAL,2024
00-0033881,TIAA Bank Stadium,15,4,0.5,0.4,-10.0,rec_yards,E.Engram,TE,DEN,2025
00-0027696,Soldier Field,11,2,0.4782608695652174,0.37307152875175315,-10.5,rec_yards,J.Graham,TE,NO,2023
00-0036158,SoFi Stadium,5,0,0.5294117647058824,0.4235294117647059,-10.6,rush_yards,J.Dobbins,RB,DEN,2025
00-0036358,FedExField,6,0,0.5,0.38461538461538464,-11.5,rec_yards,C.Lamb,WR,DAL,2025
